83	421.51	328.09	52.4	40.95
84	433.23	316.37	53.86	39.49
85	444.95	304.65	55.32	38.03
86	456.67	292.93	56.78	36.57
87	468.39	281.21	58.24	35.11
88	480.11	269.49	59.7	33.65
89	491.83	257.77	61.16	32.19
90	503.55	246.05	62.62	30.73
91	515.27	234.33	64.08	29.27
92	526.99	222.61	65.54	27.81
93	538.71	210.89	67	26.35
94	550.43	199.17	68.46	24.89
95	562.15	187.45	69.92	23.43
96	573.87	175.73	71.38	21.97
97	585.59	164.01	72.84	20.51
98	597.31	152.29	74.3	19.05
99	609.03	140.57	75.76	17.59
100	620.75	128.85	77.22	16.13
101	632.47	117.13	78.68	14.67
102	644.19	105.41	80.14	13.21
103	655.91	93.69	81.6	11.75
104	667.63	81.97	83.06	10.29
105	679.34	70.26	84.53	8.82
106	691.05	58.55	86	7.35
107	702.76	46.84	87.47	5.88
108	714.47	35.13	88.94	4.41
109	726.18	23.42	90.41	2.94
110	737.89	11.71	91.88	1.47
111	749.6	0	93.35	0
112	0	1124.6	0	140.23
113	23.04	1101.56	2.53	137.7
114	34.76	1089.84	3.99	136.24
115	46.48	1078.12	5.46	134.77
116	58.19	1066.41	6.92	133.31
117	69.91	1054.69	8.39	131.84
118	81.63	1042.97	9.86	130.37
119	93.35	1031.25	11.33	128.9
120	105.07	1019.53	12.8	127.43
121	116.79	1007.81	14.27	125.96
122	128.51	996.09	15.74	124.49
123	140.23	984.37	17.21	123.02
124	151.95	972.65	18.68	121.55
125	163.67	960.93	20.15	120.08
126	175.39	949.21	21.62	118.61
127	187.11	937.49	23.09	117.14
128	198.83	925.77	24.56	115.67
129	210.55	914.05	26.03	114.2
130	222.27	902.33	27.5	112.73
131	233.99	890.61	28.97	111.26
132	245.71	878.89	30.44	109.79
133	257.43	867.17	31.91	108.32
134	269.15	855.45	33.38	106.85
135	280.87	843.73	34.85	105.38
136	292.59	832.01	36.32	103.91
137	304.31	820.29	37.79	102.44
138	316.03	808.57	39.26	100.97
139	327.75	796.85	40.73	99.5
140	339.47	785.13	42.2	98.03
141	351.19	773.41	43.67	96.56
142	362.91	761.69	45.14	95.09
143	374.63	749.97	46.61	93.62
144	386.35	738.25	48.08	92.15
145	398.07	726.53	49.55	90.68
146	409.79	714.81	51.02	89.21
147	421.51	703.09	52.49	87.74
148	433.23	691.37	53.96	86.27
149	444.95	679.65	55.43	84.8
150	456.67	667.93	56.9	83.33
151	468.39	656.21	58.37	81.86
152	480.11	644.49	59.84	80.39
153	491.83	632.77	61.31	78.92
154	503.55	621.05	62.78	77.45
155	515.27	609.33	64.25	75.98
156	526.99	597.61	65.72	74.51
157	538.71	585.89	67.19	73.04
158	550.43	574.17	68.66	71.57
159	562.15	562.45	70.13	70.1
160	573.87	550.73	71.6	68.63
161	585.59	539.01	73.07	67.16
162	597.31	527.29	74.53	65.7
163	609.03	515.57	75.99	64.24
164	620.75	503.85	77.45	62.78
165	632.47	492.13	78.91	61.32
166	644.19	480.41	80.37	59.86
167	655.91	468.69	81.83	58.4
168	667.63	456.97	83.29	56.94
169	679.35	445.25	84.75	55.48
170	691.07	433.53	86.21	54.02
171	702.79	421.81	87.67	52.56
172	714.51	410.09	89.13	51.1
173	726.23	398.37	90.59	49.64
174	737.95	386.65	92.05	48.18
175	749.67	374.93	93.51	46.72
176	761.39	363.21	94.97	45.26
177	773.11	351.49	96.43	43.8
178	784.83	339.77	97.89	42.34
179	796.55	328.05	99.35	40.88
180	808.27	316.33	100.81	39.42
181	819.99	304.61	102.27	37.96
182	831.71	292.89	103.73	36.5
183	843.43	281.17	105.19	35.04
184	855.15	269.45	106.65	33.58
185	866.87	257.73	108.11	32.12
186	878.59	246.01	109.57	30.66
187	890.31	234.29	111.03	29.2
188	902.03	222.57	112.49	27.74
189	913.75	210.85	113.95	26.28
190	925.47	199.13	115.41	24.82
191	937.19	187.41	116.87	23.36
192	948.91	175.69	118.33	21.9
193	960.63	163.97	119.79	20.44
194	972.35	152.25	121.25	18.98
195	984.07	140.53	122.71	17.52
196	995.79	128.81	124.17	16.06
197	1007.5	117.1	125.63	14.6
198	1019.21	105.39	127.09	13.14
199	1030.92	93.68	128.55	11.68
200	1042.63	81.97	130.01	10.22
201	1054.34	70.26	131.47	8.76
202	1066.05	58.55	132.93	7.3
203	1077.76	46.84	134.39	5.84
204	1089.47	35.13	135.85	4.38
205	1101.18	23.42	137.31	2.92
206	1112.89	11.71	138.77	1.46
207	1124.6	0	140.23	0
208	0	1499.6	0	187.1
209	23.04	1476.56	2.53	184.57
210	34.76	1464.84	3.99	183.11
211	46.48	1453.12	5.46	181.64
212	58.19	1441.41	6.92	180.18
213	69.91	1429.69	8.39	178.71
214	81.63	1417.97	9.86	177.24
215	93.35	1406.25	11.33	175.77
216	105.07	1394.53	12.8	174.3
217	116.79	1382.81	14.27	172.83
218	128.51	1371.09	15.74	171.36
219	140.23	1359.37	17.21	169.89
220	151.95	1347.65	18.68	168.42
221	163.67	1335.93	20.15	166.95
222	175.39	1324.21	21.62	165.48
223	187.11	1312.49	23.09	164.01
224	198.83	1300.77	24.56	162.54
225	210.55	1289.05	26.03	161.07
226	222.27	1277.33	27.5	159.6
227	233.99	1265.61	28.97	158.13
228	245.71	1253.89	30.44	156.66
229	257.43	1242.17	31.91	155.19
230	269.15	1230.45	33.38	153.72
231	280.87	1218.73	34.85	152.25
232	292.59	1207.01	36.32	150.78
233	304.31	1195.29	37.79	149.31
234	316.03	1183.57	39.26	147.84
235	327.75	1171.85	40.73	146.37
236	339.47	1160.13	42.2	144.9
237	351.19	1148.41	43.67	143.43
238	362.91	1136.69	45.14	141.96
239	374.63	1124.97	46.61	140.49
240	386.35	1113.25	48.08	139.02
241	398.07	1101.53	49.55	137.55
242	409.79	1089.81	51.02	136.08
243	421.51	1078.09	52.49	134.61
244	433.23	1066.37	53.96	133.14
245	444.95	1054.65	55.43	131.67
246	456.67	1042.93	56.9	130.2
247	468.39	1031.21	58.37	128.73
248	480.11	1019.49	59.84	127.26
249	491.83	1007.77	61.31	125.79
250	503.55	996.05	62.78	124.32
251	515.27	984.33	64.25	122.85
252	526.99	972.61	65.72	121.38
253	538.71	960.89	67.19	119.91
254	550.43	949.17	68.66	118.44
255	562.15	937.45	70.13	116.97
256	573.87	925.73	71.6	115.5
257	585.59	914.01	73.07	114.03
258	597.31	902.29	74.54	112.56
259	609.03	890.57	76.01	111.09
260	620.75	878.85	77.48	109.62
261	632.47	867.13	78.95	108.15
262	644.19	855.41	80.42	106.68
263	655.91	843.69	81.89	105.21
264	667.63	831.97	83.36	103.74
265	679.35	820.25	84.83	102.27
266	691.07	808.53	86.3	100.8
267	702.79	796.81	87.77	99.33
268	714.51	785.09	89.24	97.86
269	726.23	773.37	90.71	96.39
270	737.95	761.65	92.18	94.92
271	749.67	749.93	93.65	93.45
272	761.39	738.21	95.12	91.98
273	773.11	726.49	96.58	90.52
274	784.83	714.77	98.04	89.06
275	796.55	703.05	99.5	87.6
276	808.27	691.33	100.96	86.14
277	819.99	679.61	102.42	84.68
278	831.71	667.89	103.88	83.22
279	843.43	656.17	105.34	81.76
280	855.15	644.45	106.8	80.3
281	866.87	632.73	108.26	78.84
282	878.59	621.01	109.72	77.38
283	890.31	609.29	111.18	75.92
284	902.03	597.57	112.64	74.46
285	913.75	585.85	114.1	73
286	925.47	574.13	115.56	71.54
287	937.19	562.41	117.02	70.08
288	948.91	550.69	118.48	68.62
289	960.63	538.97	119.94	67.16
290	972.35	527.25	121.4	65.7
291	984.07	515.53	122.86	64.24
292	995.79	503.81	124.32	62.78
293	1007.51	492.09	125.78	61.32
294	1019.23	480.37	127.24	59.86
295	1030.95	468.65	128.7	58.4
296	1042.67	456.93	130.16	56.94
297	1054.39	445.21	131.62	55.48
298	1066.11	433.49	133.08	54.02
299	1077.83	421.77	134.54	52.56
300	1089.55	410.05	136	51.1
301	1101.27	398.33	137.46	49.64
302	1112.99	386.61	138.92	48.18
303	1124.71	374.89	140.38	46.72
304	1136.43	363.17	141.84	45.26
305	1148.14	351.46	143.3	43.8
306	1159.85	339.75	144.76	42.34
307	1171.56	328.04	146.22	40.88
308	1183.27	316.33	147.68	39.42
309	1194.98	304.62	149.14	37.96
310	1206.69	292.91	150.6	36.5
311	1218.4	281.2	152.06	35.04
312	1230.11	269.49	153.52	33.58
313	1241.83	257.77	154.98	32.12
314	1253.55	246.05	156.44	30.66
315	1265.27	234.33	157.9	29.2
316	1276.99	222.61	159.36	27.74
317	1288.71	210.89	160.82	26.28
318	1300.43	199.17	162.28	24.82
319	1312.15	187.45	163.74	23.36
320	1323.87	175.73	165.2	21.9
321	1335.59	164.01	166.66	20.44
322	1347.31	152.29	168.12	18.98
323	1359.03	140.57	169.58	17.52
324	1370.75	128.85	171.04	16.06
325	1382.47	117.13	172.5	14.6
326	1394.19	105.41	173.96	13.14
327	1405.91	93.69	175.42	11.68
328	1417.63	81.97	176.88	10.22
329	1429.34	70.26	178.34	8.76
330	1441.05	58.55	179.8	7.3
331	1452.76	46.84	181.26	5.84
332	1464.47	35.13	182.72	4.38
333	1476.18	23.42	184.18	2.92
334	1487.89	11.71	185.64	1.46
335	1499.6	0	187.1	0
